"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13123","Register user","chromium","2026-08-03","passed","2026-08-03","","registerUser.spec.ts","",""
